FICHE;SECT1;SECT2;ECH;NUMPERS;O1A1;O1A2;O1A3;O1A4;O1A5;O1A6;O1A7;O2 ;O3A1;O3A2;O3A3;O3A4;O3A5;O3A6;O3A7;O3A8;O3A9;O4 ;O5A1;O5A2;O5A3;O5A4;O5A5;O5A6;O5A7;O6A1;O6A2;O6A3;O7A1;O7A2;O7A3;O8A1;O8A2;O8A3;L20 ;L21;L22;L23;L24 ;L25 ;L26 ;L27 ;L28;L29;L17A1 ;L18A1 ;L18B1 ;L19A1 ;L19B1 ;L17A2 ;L18A2 ;L18B2 ;L19A2 ;L19B2 ;L17A3 ;L18A3 ;L18B3 ;L19A3 ;L19B3 ;L17A4 ;L18A4 ;L18B4 ;L19A4 ;L19B4 ;L17A5 ;L18A5 ;L18B5 ;L19A5 ;L19B5 ;L17A6 ;L18A6 ;L18B6 ;L19A6 ;L19B6 ;L17A7 ;L18A7 ;L18B7 ;L19A7 ;L19B7 ;L17A8 ;L18A8 ;L18B8 ;L19A8 ;L19B8 ;L17A9 ;L18A9 ;L18B9 ;L19A9 ;L19B9 ;L30A1 ;L30A2 ;Coef
5;53;23;17;2;1;1;1;1;1;1;1;7;2;2;1;1;1;1;2;2;2;6;1;1;1;1;1;1;1;6;3;7;6;3;7;17;4;11;2;;999;1561;1;1;5;3;700999;2;2;;;;;2;;;;;1;50;2;4;;2;;;;;2;;;;;1;52;108;4;;2;;;;;2;;;;;1;53;23;4;1;12;12;149.717
5;53;115;18;1;1;1;1;1;2;1;1;1;2;1;2;2;2;1;1;1;1;6;2;1;2;1;1;1;1;3;7;10;2;10;4;15;17;8;2;;999;1536;1;1;5;4;700052;2;1;50;2;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;55;29;4;;2;;;;;12;12;193.7076
5;53;28;19;1;1;1;1;1;1;1;1;7;1;2;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;3;3;10;10;2;3;29;25;18;1;1492;;1492;3;1;5;3;800999;2;2;;;;;2;;;;;1;54;36;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;35;11;4;;3;12;172.6365
5;53;45;21;1;1;1;1;1;2;1;1;4;1;1;1;1;2;1;2;2;1;9;2;1;2;2;1;1;1;16;11;6;3;5;6;16;10;1;1;363;;1561;3;1;4;3;700002;2;2;;;;;2;;;;;1;53;120;5;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;12;3;149.717
5;53;118;22;1;1;1;1;1;1;1;1;7;1;1;2;2;2;1;1;1;1;7;1;2;1;1;1;1;1;3;18;10;35;28;45;10;3;81;2;;999;1536;3;1;3;4;700999;2;2;;;;;2;;;;;1;53;120;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;12;12;149.717
5;53;88;23;4;1;1;1;1;2;2;1;7;1;2;2;2;2;1;1;1;1;1;2;1;1;2;1;1;1;5;11;32;31;10;26;17;18;21;1;1492;;1492;2;1;5;4;800999;2;2;;;;;1;50;4;6;1;2;;;;;1;50;52;1;;2;;;;;2;;;;;1;50;14;1;;2;;;;;2;;;;;1;7;192.008
5;53;11;26;2;2;2;1;1;1;1;1;7;1;1;1;1;1;1;1;1;1;6;1;1;2;1;1;1;1;10;13;2;10;22;34;15;17;2;2;;999;1573;2;1;5;4;700081;2;1;50;47;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;3;12;193.7076
5;53;68;28;1;1;1;1;2;1;1;1;5;2;1;1;1;1;1;1;1;1;9;2;1;2;2;1;1;1;16;3;1;4;4;2;4;4;3;2;;999;1528;2;1;5;4;700999;2;2;;;;;2;;;;;1;54;36;5;;2;;;;;2;;;;;1;53;86;5;;2;;;;;2;;;;;2;;;;;3;7;172.6365
5;53;87;29;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;8;1;1;2;2;1;1;1;13;16;32;3;13;6;17;15;4;1;2045;;1536;2;1;5;4;800999;2;2;;;;;2;;;;;2;;;;;1;53;90;1;;2;;;;;2;;;;;1;53;90;1;;2;;;;;2;;;;;;;149.717
5;53;12;31;2;1;2;1;1;2;1;1;6;1;1;1;2;2;2;1;2;2;1;2;2;2;2;1;2;2;7;22;24;3;4;22;17;11;4;1;139;;1573;3;1;5;4;700001;2;1;37;11;5;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;925;460;4;1;9;1;38.6455
5;53;61;32;2;1;2;2;1;2;1;1;7;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;10;11;3;10;11;;;;;2;;999;1528;3;1;4;3;800999;2;2;;;;;2;;;;;1;9;30;5;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;149.717
5;53;74;34;1;1;2;1;1;1;1;1;5;1;1;1;1;2;1;1;1;1;8;1;1;1;1;2;2;1;72;10;7;10;32;34;17;18;2;1;501;;1528;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;149.717
5;53;32;36;1;1;1;1;1;1;1;1;5;1;1;2;2;1;2;1;1;2;1;1;2;1;2;1;1;2;15;74;13;10;34;4;26;17;22;2;;999;1492;3;1;3;4;700001;2;2;;;;;2;;;;;1;54;36;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;54;29;4;;;;149.717
5;53;18;37;1;1;1;1;1;1;1;1;7;1;2;2;1;2;1;1;1;1;9;1;1;1;2;2;1;1;6;10;3;13;5;35;17;15;2;1;183;;1493;2;1;5;4;700999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;12;149.717
5;53;61;38;2;1;1;1;1;1;1;1;5;1;2;1;2;2;1;1;1;1;6;1;1;2;1;1;1;1;10;6;3;43;48;;15;18;4;1;501;;1528;3;2;;;;;2;;;;;2;;;;;1;53;100;4;;1;53;69;4;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;12;149.717
5;53;31;39;2;1;1;1;1;1;1;1;4;1;1;1;1;2;1;1;1;1;4;1;1;1;1;1;1;1;66;7;15;3;2;4;17;15;66;1;999;;1492;2;1;4;4;700001;2;1;957;589;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;8;2;149.717
5;53;92;40;2;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;7;1;1;2;1;1;1;1;24;50;66;66;31;27;3;4;91;2;;999;1536;2;1;4;3;700001;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;53;3;4;;1;53;4;5;;2;;;;;2;;;;;;;149.717
5;53;114;41;1;1;2;2;1;2;1;1;7;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;74;6;3;10;3;1;17;15;11;2;;999;1536;3;1;5;4;700052;2;2;;;;;2;;;;;1;53;120;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;12;;215.8196
5;53;87;43;1;2;1;1;1;1;1;1;7;1;2;2;2;2;1;1;1;2;7;2;1;2;1;1;1;1;90;72;7;2;90;4;2;29;4;2;;999;1536;3;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;53;95;5;;2;;;;;2;;;;;2;;;;;;;193.7076
5;53;60;44;2;1;1;1;1;1;1;1;7;1;1;1;1;1;1;1;1;1;4;2;1;2;1;1;1;1;10;6;11;10;11;4;29;4;17;1;501;;1528;3;1;5;4;700052;2;2;;;;;2;;;;;1;53;100;4;;2;;;;;2;;;;;1;53;69;5;;2;;;;;2;;;;;2;;;;;8;3;172.6365
5;53;76;46;1;1;1;1;1;1;1;1;5;1;2;2;1;2;1;1;2;1;1;2;2;2;2;2;1;1;1;5;3;3;10;11;3;7;8;2;;999;1528;3;2;;;;;2;;;;;2;;;;;1;53;76;1;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;53;67;5;;1;7;215.8196
5;53;57;48;1;1;1;1;1;1;1;1;4;1;2;1;1;2;1;1;2;1;3;2;1;2;2;1;1;2;3;7;6;2;12;4;4;8;15;2;;310;1573;3;1;1;1;700999;1;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;53;37;4;;1;53;37;4;;8;1;172.6365
5;53;106;51;2;1;1;1;1;1;1;1;3;1;1;1;1;2;1;1;1;1;1;1;3;3;1;3;1;1;6;;;21;;;17;;;2;;999;1492;1;1;5;4;700001;2;2;;;;;2;;;;;2;;;;;1;54;28;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;8;1;193.7076
5;53;28;52;1;1;2;2;1;2;1;1;6;2;1;1;1;2;2;1;2;1;2;1;2;1;2;2;2;2;3;10;13;3;10;33;2;3;10;2;;999;1482;3;1;2;3;700999;2;2;;;;;2;;;;;1;53;90;4;;1;53;100;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;215.8196
5;53;95;54;2;1;1;1;1;1;1;1;3;1;1;1;1;2;1;1;1;1;6;2;1;2;2;1;1;1;13;3;24;4;27;5;3;26;17;1;756;;1536;1;1;5;3;700131;2;2;;;;;2;;;;;1;53;100;4;;2;;;;;1;53;87;4;;1;53;63;4;;2;;;;;1;66;24;5;;1;53;78;4;;5;1;149.717
5;53;77;55;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;8;1;1;2;2;1;1;2;10;2;3;3;9;36;25;33;29;1;5026;;1528;2;1;3;3;700999;6;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;149.717
5;53;8;56;1;1;1;1;2;2;1;3;6;1;2;2;2;2;2;1;2;2;1;1;1;1;3;1;1;2;3;;;3;;;29;;;1;999;;1536;3;1;3;4;700999;2;2;;;;;2;;;;;2;;;;;1;11;9;4;2;1;31;9;1;;1;37;1;1;;1;37;1;1;;2;;;;;1;24;15;1;;;;215.8196
5;53;50;58;2;1;1;1;1;1;1;1;4;1;1;1;1;2;2;1;1;1;3;1;1;2;2;2;1;1;1;3;32;4;27;33;2;4;;2;;999;1516;3;1;5;4;700052;2;2;;;;;2;;;;;1;54;36;5;;2;;;;;2;;;;;2;;;;;2;;;;;1;54;36;5;;1;51;35;4;;5;8;172.6365
5;53;51;61;2;1;1;1;1;1;1;1;6;2;2;1;2;2;2;2;1;1;8;2;1;2;2;1;1;1;3;5;15;13;5;28;3;;;1;999;;1516;3;1;5;4;700999;2;2;;;;;2;;;;;2;;;;;2;;;;;1;54;22;5;1;2;;;;;2;;;;;1;54;30;5;;2;;;;;9;5;193.7076
5;53;87;62;1;1;1;1;1;1;1;1;7;1;1;1;1;2;1;1;1;1;1;1;1;2;2;1;1;1;10;6;1;22;34;10;17;15;2;2;;999;1536;3;1;5;4;700052;2;2;;;;;2;;;;;1;53;100;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;3;12;172.6365
5;53;91;63;2;1;1;1;1;1;1;1;5;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;3;7;22;3;22;25;25;15;2;1;2047;;1536;3;1;4;4;700999;2;2;;;;;2;;;;;2;;;;;1;53;87;4;;2;;;;;1;52;58;5;;2;;;;;2;;;;;2;;;;;9;6;149.717
5;53;87;64;2;1;1;1;1;1;1;1;7;1;2;1;2;2;2;1;1;1;7;2;1;2;2;2;1;1;3;10;7;4;2;34;15;4;12;2;;319;1536;2;1;5;4;700053;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;957;463;5;1;1;957;463;5;1;1;957;463;5;;1;3;172.6365
5;53;103;65;1;1;1;1;1;1;1;2;2;2;2;1;1;1;2;2;2;2;4;2;1;2;2;1;1;1;15;10;22;10;4;;15;22;17;2;;999;312;1;1;5;3;800999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;55;59;2;;2;;;;;1;53;103;1;;1;53;103;1;;6;9;215.8196
5;53;24;66;1;2;2;2;1;2;2;1;7;2;1;2;2;2;2;2;2;1;9;3;3;3;3;2;3;3;;;;;;;;;;2;;311;1561;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;12;;215.8196
5;53;51;67;1;1;1;1;1;1;1;1;4;2;2;2;2;2;1;2;2;1;9;2;1;2;2;1;1;2;3;1;24;27;4;14;21;23;15;2;;999;1516;1;1;5;4;800999;2;2;;;;;2;;;;;2;;;;;1;9;28;5;;1;53;52;4;;2;;;;;1;9;28;5;;1;9;28;5;;1;56;7;5;;1;7;149.717
5;53;8;68;1;3;1;1;3;3;2;2;2;2;2;1;1;2;2;2;2;2;4;1;2;2;1;2;2;2;1;22;16;30;53;27;15;17;11;2;17;999;1561;1;1;1;1;700005;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;53;8;1;;2;;;;;2;;;;;2;;;;;8;5;192.008
5;53;26;69;1;1;1;1;1;1;1;1;2;2;2;2;1;2;2;2;2;1;4;1;2;2;2;1;2;1;22;13;10;10;38;11;4;2;8;1;999;;1492;1;1;1;2;700998;4;1;700;99;7;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;53;26;1;;1;53;26;1;;2;;;;;8;9;215.8196
5;53;22;70;2;1;1;1;1;1;1;1;7;1;2;1;1;1;1;2;1;1;6;1;1;2;2;1;2;1;3;10;1;21;3;10;3;17;2;1;377;;1561;3;1;4;4;700052;2;2;;;;;2;;;;;2;;;;;1;53;114;4;;1;53;114;4;;2;;;;;2;;;;;2;;;;;2;;;;;7;9;172.6365
5;53;89;72;2;1;1;1;1;1;1;1;3;2;2;1;2;2;1;1;2;1;7;2;2;2;1;2;1;1;3;6;77;3;33;10;3;16;33;2;;316;1536;1;1;3;4;700052;2;2;;;;;2;;;;;1;53;90;1;;2;;;;;2;;;;;2;;;;;1;53;89;1;;2;;;;;1;53;89;1;;7;12;149.717
5;53;81;75;1;1;2;1;1;1;1;1;5;1;1;1;2;2;1;1;2;1;6;1;2;1;2;1;1;1;7;10;3;2;4;34;15;4;25;2;;999;1492;3;1;5;3;800999;2;1;53;81;;;2;;;;;1;53;49;4;;2;;;;;1;55;28;5;;2;;;;;2;;;;;2;;;;;1;56;2;5;;8;12;149.717
5;53;60;76;1;1;1;1;1;1;1;1;1;2;1;1;3;3;1;2;1;1;2;2;2;1;2;2;1;1;18;3;6;23;38;27;15;2;25;2;;999;1528;2;1;2;3;700001;2;2;;;;;2;;;;;2;;;;;1;53;60;4;;2;;;;;1;53;63;4;;2;;;;;2;;;;;2;;;;;2;12;215.8196
5;53;56;77;2;1;1;1;1;1;1;1;4;1;1;1;2;2;2;2;1;1;8;1;1;1;2;2;2;1;13;10;13;45;45;31;15;29;64;2;;999;1516;3;1;5;4;700137;2;2;;;;;2;;;;;1;53;100;5;;2;;;;;2;;;;;2;;;;;1;53;56;1;;2;;;;;1;57;29;5;;3;9;149.717
5;53;46;79;1;1;2;1;1;1;1;1;4;2;1;1;1;2;2;2;2;1;2;1;2;1;1;2;1;2;13;10;13;33;23;38;10;16;3;2;;999;1516;3;2;;;;;2;;;;;2;;;;;2;;;;;1;53;114;5;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;215.8196
5;53;75;82;1;1;2;1;1;1;1;1;5;1;2;1;1;2;1;1;1;1;6;2;2;2;2;1;1;2;13;3;22;22;38;33;15;11;4;2;;999;1528;1;2;;;;;1;53;75;1;10;2;;;;;2;;;;;1;53;77;4;;2;;;;;2;;;;;2;;;;;2;;;;;1;53;78;4;;9;2;192.008
5;53;22;85;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;6;2;1;2;2;1;1;2;1;11;13;27;22;32;15;17;4;1;999;;1493;1;1;3;4;700999;2;2;;;;;2;;;;;1;913;60;4;;2;;;;;2;;;;;1;913;22;4;;2;;;;;1;913;40;1;;2;;;;;3;12;192.008
5;53;52;86;2;1;2;1;1;1;1;1;5;1;1;1;2;2;1;1;1;1;6;1;2;2;1;1;1;1;3;22;13;3;22;34;3;4;11;2;;999;1516;3;1;5;4;700053;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;8;172.6365
5;53;108;87;1;1;1;2;1;1;1;1;7;1;1;2;2;2;1;2;2;1;9;1;2;1;2;1;1;1;3;13;13;3;10;38;3;66;2;1;818;;1573;3;1;4;4;700001;2;2;;;;;2;;;;;1;53;120;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;12;193.7076
5;53;108;88;2;1;1;1;1;1;1;1;5;1;2;1;1;2;2;1;1;1;8;2;1;2;2;1;1;2;3;22;24;2;4;38;17;4;3;1;818;;1573;3;1;3;4;700081;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;53;14;4;;2;;;;;2;;;;;2;;;;;;;149.717
5;53;117;90;2;1;1;2;1;2;1;1;7;2;2;1;1;1;2;1;1;2;4;1;1;2;1;2;2;2;5;4;1;5;18;;5;17;4;2;;999;1493;1;1;1;1;700133;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;53;43;5;;10;3;149.717
5;53;52;92;1;1;1;1;1;1;1;1;5;1;1;1;2;2;1;1;2;1;1;2;1;2;2;1;1;2;13;6;1;38;34;4;15;3;2;2;;999;1516;1;1;5;3;800999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;53;18;4;;2;;;;;1;53;18;4;;2;;;;;2;8;149.717
5;53;52;93;1;1;1;1;1;1;1;1;7;1;1;1;2;2;1;1;1;1;7;1;2;2;2;1;1;1;10;13;3;38;3;10;60;15;17;2;;999;1516;2;1;5;1;700052;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;53;26;5;;2;;;;;2;;;;;2;;;;;6;2;192.008
5;53;44;94;1;1;1;1;1;1;1;1;5;1;1;1;1;2;1;1;1;1;4;1;1;2;2;1;1;1;3;22;13;38;10;4;4;15;11;2;;999;1516;2;1;5;3;700053;2;2;;;;;2;;;;;1;54;36;5;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;8;5;149.717
5;53;51;95;1;1;2;1;1;1;1;1;7;1;1;1;1;2;2;2;1;1;2;1;1;2;2;2;1;2;3;13;13;3;11;6;3;4;4;2;;999;1516;1;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;6;149.717
5;53;26;96;2;1;2;1;1;1;1;1;7;1;1;1;2;2;1;1;2;1;3;2;2;2;2;1;1;1;3;10;13;38;3;33;33;3;25;1;146;;1492;2;1;2;4;700999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;12;2;149.717
5;53;76;98;2;1;1;2;1;1;1;1;2;2;2;2;2;2;2;2;2;1;9;2;2;2;2;1;1;2;3;13;22;38;3;24;3;17;4;1;999;;1528;2;1;4;4;700999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;53;78;4;;8;1;149.717
5;53;103;101;1;1;2;1;1;1;1;1;7;1;1;1;2;2;1;1;1;1;6;2;1;2;2;1;1;2;3;13;22;38;10;2;4;8;15;2;;999;313;1;1;5;4;700053;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;53;103;1;;1;53;103;1;;7;8;215.8196
5;53;62;102;2;1;2;1;1;1;1;2;5;2;1;2;2;2;1;2;1;1;8;1;1;2;2;1;2;1;13;3;10;33;;;33;;;1;508;;1528;1;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;11;12;149.717
5;53;61;104;2;1;1;1;1;1;1;1;5;1;2;1;1;2;1;1;1;1;1;2;1;2;2;1;2;1;3;24;23;38;6;4;15;17;11;2;;999;1528;2;1;5;3;700131;2;1;50;5;4;;2;;;;;2;;;;;2;;;;;2;;;;;1;53;59;1;;2;;;;;2;;;;;2;;;;;8;2;172.6365
5;53;32;524;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;4;2;1;2;2;1;1;2;22;13;;3;1;14;15;9;17;2;;999;1492;2;1;5;3;700999;2;2;;;;;2;;;;;1;54;36;4;;2;;;;;2;;;;;1;50;36;4;;1;53;59;4;;1;50;36;4;;2;;;;;3;5;215.8196
5;53;69;525;1;1;1;1;1;1;1;1;7;1;1;1;1;2;1;1;1;1;4;2;1;1;1;1;1;1;10;6;13;2;4;;17;18;2;2;;999;1528;1;2;;;;;2;;;;;2;;;;;1;53;70;2;;2;;;;;2;;;;;2;;;;;1;53;6;1;;2;;;;;1;53;61;1;;;;215.8196
5;53;32;542;2;1;2;1;1;1;2;1;5;1;1;1;1;2;1;1;1;1;9;1;1;2;2;2;1;1;10;22;6;10;38;22;15;17;12;2;;999;1492;2;1;5;4;800999;2;2;;;;;2;;;;;1;53;100;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;12;149.717
5;53;32;552;3;1;1;1;1;1;1;1;7;1;1;2;2;2;1;1;1;1;9;1;1;2;1;1;1;1;66;10;1;22;38;14;17;15;95;2;;999;1492;3;1;5;4;700052;2;2;;;;;2;;;;;1;53;100;4;;1;53;100;4;;2;;;;;2;;;;;2;;;;;2;;;;;1;53;32;1;;;;49.5618
5;53;21;553;1;1;1;1;1;1;1;1;7;1;2;1;1;3;1;1;1;1;9;1;1;2;2;1;1;1;13;3;1;10;3;13;15;17;25;2;;999;1536;2;1;1;1;700999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;3;8;192.008
5;53;64;559;2;1;2;1;1;1;1;1;7;1;1;1;1;2;1;1;1;1;2;1;2;1;1;2;1;2;16;10;;3;22;38;17;15;2;2;;999;1528;1;1;2;4;700999;2;1;50;8;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;12;38.6455
5;53;21;560;1;1;1;1;1;1;1;1;5;2;2;1;1;1;2;2;2;2;3;1;1;2;2;2;3;1;22;24;28;3;38;28;4;2;15;1;195;;1536;2;1;5;3;700999;2;2;;;;;2;;;;;1;53;120;4;;2;;;;;2;;;;;2;;;;;1;54;36;4;;1;53;69;4;;1;53;59;4;;8;9;215.8196
5;53;32;562;3;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;6;1;1;2;1;1;1;1;10;6;13;38;22;21;17;15;18;1;999;;1492;1;1;5;4;800999;2;2;;;;;1;50;27;8;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;53;28;4;;;;172.6365
5;53;45;567;2;1;2;1;1;2;1;1;3;2;1;1;2;1;2;1;1;1;2;1;1;2;2;1;1;1;18;24;15;3;38;10;23;15;17;2;;999;1536;3;1;5;4;700052;2;2;;;;;2;;;;;2;;;;;1;53;120;5;;2;;;;;2;;;;;1;57;45;1;;2;;;;;1;57;45;1;;3;9;44.5616
5;53;64;573;1;1;1;1;1;1;1;1;7;1;1;1;1;1;1;1;1;1;8;1;2;1;1;1;1;2;10;5;;22;38;;17;18;12;2;;999;1528;1;1;5;1;800999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;53;63;1;;2;;;;;2;;;;;12;;55.7082
5;53;32;581;2;1;1;1;1;1;1;1;7;1;1;1;1;2;1;1;1;1;9;1;1;2;2;1;1;1;1;5;6;22;34;71;17;15;11;2;;999;1492;3;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;53;32;1;;;;38.6455
5;53;124;582;2;1;1;1;1;1;1;1;5;1;1;1;3;3;1;1;1;1;7;1;1;2;2;1;1;1;3;36;24;11;4;2;21;25;17;1;999;;1528;1;1;5;3;700132;2;2;;;;;2;;;;;2;;;;;1;2;2;2;2;2;;;;;2;;;;;2;;;;;2;;;;;1;53;61;4;;;;149.717
5;54;28;1;1;1;1;1;2;2;1;1;1;1;1;1;2;2;1;1;2;2;7;2;1;2;2;1;1;2;13;13;22;2;3;45;17;3;25;1;5012;;1555;2;1;5;4;700052;2;2;;;;;2;;;;;1;54;36;5;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;7;117.8737
5;54;28;3;2;1;1;1;1;1;1;1;3;1;2;1;1;2;1;1;1;1;9;1;2;2;2;1;1;1;3;13;1;10;2;86;30;3;46;1;720;;1555;3;2;;;;;2;;;;;2;;;;;2;;;;;1;50;2;4;1;2;;;;;2;;;;;1;50;2;4;1;2;;;;;1;54;30;4;;;;102.2247
5;54;33;4;1;1;1;1;2;1;1;1;7;1;1;1;2;2;2;1;1;1;1;2;1;2;2;1;1;2;13;22;7;27;34;22;29;17;4;1;5012;;1555;3;1;5;4;700052;2;2;;;;;2;;;;;2;;;;;1;54;37;4;;2;;;;;2;;;;;2;;;;;2;;;;;1;54;33;4;;1;5;117.8737
5;54;22;6;2;1;1;1;1;1;1;1;4;2;1;1;2;2;1;1;1;1;9;2;1;2;2;1;1;1;3;22;10;10;38;2;3;2;15;1;5017;;1531;2;1;3;4;700116;2;2;;;;;2;;;;;1;54;14;4;;2;;;;;2;;;;;2;;;;;2;;;;;1;50;46;5;1;2;;;;;7;2;102.2247
5;54;22;7;2;1;1;1;1;1;1;1;5;2;2;1;1;2;1;1;1;2;8;2;1;2;2;2;1;1;13;2;10;13;36;2;54;2;17;2;;999;1534;3;1;5;4;700053;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;52;13;4;;;;102.2247
5;54;3;8;2;1;1;2;2;1;1;1;5;2;2;1;1;2;1;2;2;2;6;1;1;2;2;2;1;1;13;22;7;38;45;31;15;14;25;1;1531;;3;3;1;2;1;700999;2;2;;;;;2;;;;;1;54;36;5;;2;;;;;2;;;;;1;49;19;5;;2;;;;;2;;;;;2;;;;;2;9;102.2247
5;54;18;11;1;1;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;1;1;2;1;1;1;1;1;3;13;4;13;38;3;4;17;7;2;;304;1555;2;1;5;4;800999;2;2;;;;;2;;;;;1;54;36;4;1;2;;;;;1;54;26;4;1;2;;;;;1;54;18;1;;2;;;;;2;;;;;2;9;102.2247
5;54;53;12;1;1;2;1;1;1;1;1;7;1;1;1;1;2;1;1;1;1;3;2;1;2;2;1;1;1;24;11;16;4;27;33;4;17;17;2;;999;1531;2;1;4;4;800999;2;2;;;;;2;;;;;2;;;;;1;54;22;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;8;2;132.2608
5;54;31;16;3;2;1;2;2;1;1;2;2;2;2;2;1;1;2;2;2;2;4;1;1;2;1;2;2;2;3;60;13;21;34;23;3;60;15;1;5069;;1555;1;1;4;3;700999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;54;33;4;;2;;;;;1;54;33;4;;2;;;;;6;8;117.8737
5;54;6;17;1;1;1;1;1;1;1;1;5;1;2;1;1;1;1;1;2;1;6;1;2;2;2;1;1;2;3;22;7;38;22;3;25;29;2;1;106;;1516;1;1;5;3;700052;2;2;;;;;2;;;;;2;;;;;2;;;;;1;50;2;5;;1;54;6;1;5;2;;;;;1;57;40;5;;2;;;;;8;9;117.8737
5;54;33;18;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;1;6;2;1;2;2;1;1;1;15;90;11;3;4;8;87;1;3;2;;999;1555;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;3;8;102.2247
